longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-121.963,47.208,1,3,5,2420,8,3.4193,332000,0
-122.181,47.5097,1,4,4,1750,5,3.415,199500,0
-122.181,47.5097,1,4,4,1750,5,3.425,247000,0
-121.97,47.7346,2,3,4,2170,8,3.3125,442500,0
-122.024,47.2688,1,3,3,2540,9,2.5,600000,0
-122.029,47.6768,2,3,3,1690,7,3.0824,449000,0
-122.316,47.6804,1.5,4,4,1600,7,3.7147,725000,0
-122.18,47.4604,1,3,3,1060,7,4.1,215000,0
-122.296,47.7,1,3,2,1990,7,3.2037,582500,0
-122.279,47.3634,2,4,4,2210,8,3.75,305000,0
-122.157,47.3622,2,3,4,3090,8,4.0231,734000,0
-121.976,47.7341,1,3,3,1050,7,2.9167,300000,0
-122.08,47.4845,1,5,5,2550,7,3.2292,525888,0
-122.39,47.5838,1.5,5,4,2095,8,3.425,711000,0
-122.299,47.7516,1,3,3,1520,8,2.2105,360000,0
-122.206,47.419,2,3,5,2750,8,2.3783,357000,0
-122.208,47.314,1,4,3,1200,7,2.9926,235000,0
-122.23,47.5511,1,3,3,1830,7,4.7639,550000,0
-122.334,47.7675,1,4,3,1160,7,3.9659,324000,0
-122.339,47.7583,1,3,3,1750,8,2.7535,420000,0
-122.142,47.4881,2,3,4,2400,8,4.7679,450000,0
-122.069,47.5381,2,3,5,4140,9,3.0833,825000,0
-122.201,47.285,2,3,4,2115,7,3.75,272000,0
-122.361,47.4561,1.5,3,3,2580,9,4.6875,481000,0
-122.363,47.6775,1,3,3,1220,7,4.0769,500000,0
-122.403,47.6711,1,4,2,1630,7,1.5026,448000,0
-122.034,47.718,1,3,2,1350,8,3.1964,480000,0
-122.031,47.6802,2,3,3,1690,7,3.1691,475000,0
-121.997,47.547,2,3,2,1700,8,2.8077,472500,0
-122.329,47.3275,1,4,4,1890,8,2.7632,291000,0
-122.342,47.731,1,4,2,850,7,2.5224,294000,0
-122.205,47.6344,1,4,4,2480,9,3.0083,1013050,0
-122.043,47.6875,2,3,3,1690,7,2.246,442500,0
-122.346,47.3286,1,4,2,810,6,2.6561,170000,0
-122.21,47.639,1,3,4,3980,10,2.6635,1582500,0
-122.289,47.5778,2,3,3,2580,8,3.5972,665000,0
-121.952,47.6085,3,3,5,6085,11,1.5054,1610000,0
-122.291,47.6284,1,3,2,2140,7,0.971,675000,0
-121.982,47.7421,1,3,2,1360,6,1.7019,279900,0
-122.331,47.6605,1.5,4,4,1800,8,3.4345,875000,0
-121.994,47.5538,2,3,3,1920,8,1.7823,571000,0
-122.341,47.7062,1.5,3,3,860,7,4.5125,320000,0
-122.028,47.3988,1,3,3,2340,9,2.8342,525000,0
-122.221,47.634,1,4,8,4040,9,3.6953,1650000,0
-122.262,47.503,1,3,3,1160,6,3.7143,137900,0
-121.765,47.4669,2,4,3,1680,8,3.8056,440000,0
-122.294,47.6163,1,3,3,1280,7,3.1713,360000,0
-121.747,47.4664,1,4,4,1800,7,3.5972,271000,0
-122.327,47.34,1,3,6,4250,10,6.9737,465000,0
-122.265,47.3358,2,3,4,2400,8,3.3472,280000,0
-122.357,47.698,1,4,2,940,5,4.1951,283000,0
-122.124,47.6979,1,3,3,1110,7,3.9219,411500,0
-122.376,47.3112,1,4,3,2420,8,4.8,282000,0
-122.396,47.6475,2.5,3,3,1850,9,8.0784,535000,0
-122.41,47.6503,2,5,4,2020,9,4.1071,554729,0
-122.41,47.6503,2,5,4,2020,9,4.6111,868000,0
-121.75,47.4553,1,3,3,1830,8,4.7083,427000,0
-122.315,47.7137,1,4,4,1920,7,4.2798,455000,0
-122.19,47.6553,1,3,2,1280,7,2.8828,595000,0
-122.042,47.3446,2,3,4,3130,8,5.375,400000,0
-122.032,47.5658,2,3,4,3920,10,3.6806,770000,0
-122.291,47.6158,2,3,4,3100,8,4.0214,742500,0
-122.182,47.5697,1,5,4,3220,9,4.5461,1250000,0
-121.783,47.4873,1,3,3,1670,8,4.3292,375000,0
-122.219,47.6463,2,4,4,2700,9,4.0398,1557600,0
-122.29,47.3557,1,4,4,5461,9,3.5195,545000,0
-121.968,47.5868,2,3,4,4400,11,4.3698,1050000,0
-122.285,47.64,1,4,3,2190,9,4.9957,1565000,0
-122.106,47.3024,1.5,4,4,1200,6,4.6161,178000,0
-122.201,47.4192,1,3,3,1470,7,2.8261,262500,0
-122.371,47.6743,1.5,4,3,1650,8,3.0958,730000,0
-122.368,47.4508,1,3,5,1840,8,3.4152,395000,0
-122.12,47.6214,1,3,3,1210,6,5.021,355000,0
-122.346,47.2925,2,3,3,1870,8,5.2998,299990,0
-121.982,47.4125,1.5,3,4,3890,9,3.5719,1125000,0
-122.131,47.4722,2,4,4,2660,8,3.3047,425000,0
-122.323,47.7215,1,3,2,1150,7,3.0305,349000,0
-122.382,47.5758,1,5,4,1740,7,4.7273,554950,0
-122.287,47.5549,1.5,3,6,2580,7,3.8703,326000,0
-122.121,47.6506,1,3,4,1720,8,4.7039,580000,0
-122.215,47.5585,2,4,3,2740,10,5.0162,699000,0
-122.201,47.6632,1,3,3,2610,7,3.0382,757000,0
-122.202,47.7312,1,3,3,1400,7,3.5387,335000,0
-122.138,47.7318,1,3,3,2570,9,6.9014,660000,0
-122.141,47.4868,2,3,4,2830,8,11.0546,540000,0
-122.287,47.3619,2,3,5,2630,8,13.466,320000,0
-122.19,47.4431,2,3,3,1580,7,9.3845,280000,0
-121.776,47.495,1,3,3,1540,7,5.3903,324000,0
-122.123,47.4869,1,4,3,2120,7,6.5616,300000,0
-121.979,47.741,2,4,3,1830,7,3.7031,360000,0
-122.068,47.641,2,3,3,2260,10,8.5403,600000,0
-122.216,47.5345,1,4,4,2500,8,6.9014,950000,0
-122.377,47.6945,3,3,3,1830,8,11.4537,599950,0
-122.371,47.5305,1,3,4,1190,6,10.1714,190000,0
-122.166,47.731,1,3,4,2310,7,8.2653,350000,0
-122.392,47.5616,1.5,3,3,1230,7,11.0124,522000,0
-122.136,47.5418,2,3,3,2940,10,7.0565,850000,0
-122.278,47.5483,1,4,3,1010,7,4.1151,308000,0
-122.396,47.6785,2,4,6,2550,7,4.275,1020000,0
-122.348,47.6915,1.5,3,3,1480,7,6.5308,397500,0
-122.374,47.3199,1,3,3,1460,7,7.1882,186000,0
-122.213,47.7463,1,3,5,3110,8,6.2944,436500,0
-122.339,47.6902,1,4,3,2140,8,5.5654,710000,0
-122.287,47.6133,2,5,5,3450,9,8.7496,1378600,0
-122.124,47.6319,1,3,3,1960,7,7.2392,450000,0
-122.356,47.5528,1,3,4,1890,7,10.157,375000,0
-122.231,47.4858,1,3,2,2080,7,8.3818,315000,0
-122.277,47.5569,1.5,3,3,1700,7,3.6707,467500,0
-122.362,47.527,1,3,3,1140,6,4.0484,330000,0
-122.472,47.3999,1.5,5,3,3136,8,4.8542,665000,0
-122.142,47.6259,3,3,4,2590,9,4.1339,760000,0
-122.387,47.5493,2,3,3,1480,8,5.8622,469000,0
-122.305,47.6063,2,3,3,1500,8,3.8681,408000,0
-122.116,47.5868,1,4,3,2660,8,5.3041,851000,0
-122.024,47.7192,1,3,2,1350,8,2.9312,410000,0
-121.886,47.5662,1,3,2,860,6,2.378,235000,0
-122.204,47.4896,1,3,2,1000,6,4.6125,207100,0
-122.265,47.7638,1,5,4,2480,7,4.25,560000,0
-122.141,47.549,2,4,3,3860,10,3.75,903000,0
-122.312,47.6311,2,3,3,2140,8,6.58,998500,0
-122.295,47.3743,1.5,3,4,1820,7,5.7934,268500,0
-122.129,47.7403,1,4,2,2220,8,5.4562,494950,0
-122.197,47.5894,2,3,4,2660,9,12.2092,1130000,0
-122.193,47.3734,1,4,3,1470,6,11.1228,250000,0
-122.005,47.4816,1,4,4,2350,7,8.3637,449000,0
-122.29,47.6336,1,3,3,2980,9,8.9257,1225000,0
-122.196,47.4619,1,3,4,1870,8,10.8111,325000,0
-122.12,47.603,1,4,5,2430,7,9.9055,506000,0
-122.066,47.5349,2,3,4,2790,9,5.7817,751000,0
-121.775,47.4469,2,3,3,1370,7,3.6953,280000,0
-122.127,47.7289,2,3,4,4470,11,2.8403,1120000,0
-122.045,47.6536,1,3,3,2040,8,5.4395,580000,0
-122.112,47.6202,1,5,4,2340,8,5.4298,665000,0
-121.959,47.7233,2,3,4,2520,7,6.0705,450000,0
-122.212,47.4497,1.5,4,4,1710,6,3.4234,389900,0
-122.134,47.6075,1,3,3,1200,7,3.6827,427000,0
-122.271,47.4403,1,3,3,1330,7,3.1792,265000,0
-122.299,47.5879,2,3,3,1310,7,3.8929,398000,0
-122.225,47.498,2,3,6,3020,7,3.3939,354000,0
-122.174,47.3642,2,3,4,2260,8,3.125,339950,0
-122.289,47.6844,1,3,2,790,6,4.575,399000,0
-122.16,47.7223,1,3,2,970,7,2.4688,325000,0
-122.378,47.7077,1,4,3,2250,9,3.8929,998800,0
-122.309,47.5766,1.5,3,4,1530,7,2.6959,350000,0
-122.194,47.6273,1,5,4,1780,9,4.3039,1000000,0
-122.034,47.6811,2,3,3,2120,7,4.7208,561000,0
-122.354,47.7186,1,3,2,1500,7,3.7454,245000,0
-122.354,47.7186,1,3,2,1500,7,3.5172,570000,0
-122.331,47.6857,1.5,5,4,2390,8,4.105,845000,0
-122.001,47.3289,2,3,4,2390,7,4.192,314500,0
-122.151,47.5491,1,4,3,2920,8,5.1418,650000,0
-122.207,47.4874,1,3,2,850,5,2.8835,298000,0
-122.314,47.609,1,3,2,930,7,3.3627,500000,0
-122.379,47.5858,2,3,4,3340,9,6.6719,870000,0
-122.372,47.5151,1,5,2,710,6,3.0087,299000,0
-122.315,47.7034,1,3,3,2240,7,5.1785,527000,0
-122.142,47.5941,1,5,3,1060,7,5.6784,420000,0
-122.009,47.2114,2,3,3,2360,8,5.3439,290000,0
-122.393,47.525,1,4,4,3520,9,4.5217,1662000,1
-122.113,47.6478,1,3,3,1730,8,2.8235,499990,0
-122.354,47.5306,1,3,3,1170,6,4.9917,315000,0
-122.085,47.3219,2,4,4,3680,9,4.0417,425000,0
-122.086,47.7731,2,3,3,2900,9,3.825,630000,0
-122.237,47.7329,1.5,3,3,1290,7,4.3269,365000,0
-122.396,47.6607,2,5,4,2010,8,4.0324,774000,0
-122.322,47.7739,1,4,3,1490,7,4.3661,368888,0
-122.04,47.3644,2,3,4,1930,7,3.59,339500,0
-122.34,47.7466,1,4,4,2240,7,6.6603,344950,0
-122.363,47.4519,1,3,3,2320,8,4.7946,450000,0
-122.11,47.7107,2,3,4,2990,9,5.0629,814950,0
-122.153,47.3482,2,3,4,2200,8,3.5521,299900,0
-122.158,47.4484,1,4,3,1500,7,5.6276,315000,0
-122.29,47.7431,1,3,3,3860,9,3.8456,880000,0
-122.094,47.3644,1,4,3,1430,7,4.8906,195000,0
-122.06,47.6039,2,3,5,3750,9,6.0224,910000,0
-121.965,47.738,2,3,5,3100,8,5.0605,540000,0
-122.163,47.3992,2,3,3,1870,7,3.6761,306000,0
-122.365,47.3169,1,4,4,2040,8,3.7604,272000,0
-122.275,47.669,2,3,5,3700,8,5.3812,1295000,0
-122.08,47.5571,1,3,3,3150,8,3.5893,450000,0
-122.226,47.7347,2,3,3,1990,8,3.7303,450000,0
-122.334,47.7458,1.5,3,4,1740,7,5.6163,310000,0
-122.147,47.3628,1,4,2,2080,8,6.4685,530000,0
-122.262,47.764,2,4,4,2060,7,6.8407,435000,0
-122.367,47.7762,1,4,3,1590,7,3.8631,485000,0
-122.32,47.6401,2,3,3,1760,8,6.0488,690000,0
-122.02,47.3661,2,3,4,1620,7,5.9397,305000,0
-122.169,47.4572,1,3,3,1210,7,3.7772,300000,0
-122.175,47.3266,1,3,4,2040,8,4.375,289950,0
-122.206,47.7388,2,3,3,2270,9,6.1168,575000,0
-122.046,47.7283,2,3,4,6640,12,5.1782,1820000,0
-122.348,47.3229,1,4,3,1060,7,4.325,219000,0
-122.302,47.7381,1,4,4,1940,7,3.6,265000,0
-122.356,47.6742,2,3,5,3070,9,3.875,1105000,0
-122.335,47.4802,1,3,3,930,6,3.3375,200000,0
-122.366,47.4961,1,4,4,2180,7,3.2303,545000,0
-122.13,47.4623,2,3,3,2130,8,3.5329,378000,0
-122.396,47.5559,1,4,2,800,6,2.8021,388000,0
-122.317,47.753,1,3,4,2200,7,2.3173,425000,0
-122.363,47.6684,2,3,2,1130,8,3.9286,536000,0
-122.398,47.5495,1,3,3,1970,8,4.5,1175000,1
-122.374,47.6425,2,3,3,1680,9,4.0724,629950,0
-122.315,47.7048,1,3,4,1470,7,4.5112,465000,0
-122.113,47.7566,1,4,4,2390,8,5.1182,545000,0
-122.118,47.5794,2,4,4,2300,8,4.2276,592000,0
-122.03,47.4067,1,3,4,2280,7,4.9306,446000,0
-122.387,47.6836,3,3,3,1330,8,2.3704,375000,0
-122.038,47.6827,2,3,5,2640,7,4.6111,632500,0
-122.276,47.7687,1,3,4,2430,8,3.2344,459950,0
-122.108,47.3064,2,3,4,2470,9,2.7014,485000,0
-122.265,47.4742,1,3,3,1440,7,2.9583,255000,0
-122.174,47.3947,1,5,3,1320,7,3.025,251750,0
-122.02,47.6077,2,3,3,2810,8,2.6563,725000,0
-122.391,47.6704,3,3,3,1370,8,1.9621,460000,0
-122.401,47.5639,1,5,3,2000,8,3.3393,625000,0
-122.113,47.6398,1,4,3,1980,8,2.9474,530000,0
-122.28,47.4808,2,3,3,2050,8,3.875,394950,0
-122.257,47.4909,1,3,4,2320,7,4.2019,324950,0
-122.289,47.5417,2,3,3,1960,7,3.2188,330000,0
-122.168,47.35,1,3,4,1910,7,4.275,220000,0
-122.117,47.6478,2,4,3,2030,8,3.2301,685000,0
-122.389,47.7729,1,3,3,2210,8,4.1325,500000,0
-122.279,47.4435,1,3,4,2610,7,4.125,368000,0
-122.183,47.6704,2,4,3,2520,9,4.0061,825000,0
-122.31,47.6041,1,3,6,1840,7,4.8438,660000,0
-122.174,47.4117,1,4,3,1570,7,3.4028,253000,0
-122.144,47.3616,1,5,4,2400,7,3.75,392500,0
-122.391,47.77,2,3,3,1930,9,3.5455,605000,0
-122.027,47.3634,1,4,3,1160,6,3.1884,215000,0
-122.101,47.7255,2,4,4,2820,9,3.6214,650000,0
-122.29,47.5795,2,4,4,3060,8,4.765,877500,0
-122.337,47.3278,1,3,3,1320,6,3.9539,232500,0
-122.025,47.349,2,3,2,1200,6,5.0747,234000,0
-122.131,47.4016,1,3,3,1560,7,5.1057,380000,0
-122.292,47.3238,1,3,5,3070,9,3.4583,420000,0
-122.063,47.6738,1,3,3,1040,7,4.8667,399950,0
-122.164,47.3939,1,3,3,1990,7,5.25,256750,0
-122.092,47.5647,2,3,3,1690,8,4.2679,535000,0
-122.115,47.6112,2,4,3,1810,9,2.8348,515000,0
-122.205,47.6317,1,4,4,2520,7,4.9115,770000,0
-122.29,47.3327,1,3,3,1570,7,3.2546,256000,0
-122.375,47.7011,1,4,3,1680,7,4.6042,489900,0
-122.282,47.3678,1,4,3,1250,7,3.3006,165000,0
-122.197,47.3947,1,4,3,1280,7,3.2326,220000,0
-122.342,47.2929,2,4,4,4620,11,4.0625,575000,0
-122.161,47.7611,2,3,3,1580,7,2.5577,375000,0
-122.324,47.7733,2,5,3,1650,8,2.4609,422250,0
-122.167,47.7601,1,3,3,1660,8,3.9333,420000,0
-122.021,47.6329,2,3,4,2410,8,2.2401,608000,0
-122.286,47.6683,1.5,4,3,1720,7,4.5294,620000,0
-122.141,47.5507,2,3,3,3120,9,3.2539,850000,0
-122.052,47.5219,1,4,4,2680,8,3.1538,463000,0
-122.223,47.5022,1,4,5,2640,8,5.2657,750000,1
-122.059,47.7246,2,3,3,3730,9,4.1167,1070000,0
-122.044,47.3781,1,3,3,1700,7,3.2823,290000,0
-122.395,47.5655,1,3,4,2280,7,4.9219,525000,0
-122.203,47.7151,2,3,3,1220,7,5.5486,319000,0
-122.295,47.7349,2,3,6,3500,7,6.213,592500,0
-122.472,47.5069,2,3,3,2010,7,4.0185,350000,0
-122.049,47.5326,1,4,3,2130,8,2.9891,454900,0
-121.984,47.2126,2,3,4,1800,7,3.7655,272000,0
-122.167,47.7012,1,3,3,1070,7,3.3831,357500,0
-122.29,47.5332,1,5,3,1020,6,3.1315,285000,0
-122.313,47.2701,1,3,4,1600,7,6.1001,280000,0
-122.306,47.7093,1,3,4,1380,7,3.65,477000,0
-122.191,47.5197,2,4,3,3270,10,3.25,750000,0
-122.358,47.6634,2,3,4,2100,7,4.9394,595000,0
-122.339,47.6915,3,3,3,2110,8,3.8828,525000,0
-122.506,47.3944,1,4,3,1640,7,3.4,319000,0
-122.357,47.3096,1,3,3,1320,7,3.6875,225000,0
-122.259,47.7397,1,5,4,2420,7,5.0599,485000,0
-122.32,47.6881,1.5,3,3,1390,6,6.3214,341000,0
-122.293,47.7132,2,3,3,2320,9,3.8214,674000,0
-122.139,47.4833,2,3,3,2170,8,2.4942,442250,0
-122.097,47.77,2,4,4,2710,8,4.3583,591000,0
-122.075,47.3637,1,3,3,1450,7,2.3347,276000,0
-122.203,47.7139,1,3,3,1370,8,5.0764,394000,0
-121.969,47.7364,1,3,3,1810,7,3.0179,355000,0
-122.29,47.3661,1,4,3,1420,7,3.2969,260000,0
-122.337,47.2741,1,3,3,2090,8,2.5564,300000,0
-122.337,47.2741,1,3,3,2090,8,3.375,310000,0
-122.381,47.3033,1,3,3,1330,7,6.0531,209000,0
-122.236,47.7322,1,3,3,1330,7,3.475,344950,0
-122.261,47.4975,1,4,5,1910,6,2.2716,230000,0
-122.285,47.3743,1,4,3,2310,8,2.8072,336950,0
-122.37,47.7032,1,5,3,2500,7,1.119,700000,0
-122.051,47.3597,1,3,3,1310,7,1.425,230000,0
-121.904,47.6458,2,3,4,2040,8,1.5903,443500,0
-121.904,47.6458,2,3,4,2040,8,3.125,471000,0
-122.282,47.6901,1,3,3,2400,8,3.6607,595000,0
-122.364,47.681,1.5,3,3,1400,7,3.0288,470000,0
-122.119,47.651,1,4,4,1700,8,5.0275,600000,0
-122.221,47.5623,2.5,3,4,3160,10,3.6042,1381000,0
-122.213,47.7268,1,3,3,1340,7,2.5509,427800,0
-122.117,47.631,1,4,4,1470,7,2.4931,445000,0
-122.338,47.7442,1,4,3,1790,7,4.5057,382000,0
-122.054,47.619,1,5,3,1560,7,2.9479,577000,0
-122.036,47.4583,2,4,3,2620,8,2.3843,427000,0
-122.312,47.3676,1,3,3,1580,7,2.5625,255000,0
-121.911,47.6503,1,3,3,1090,6,3.7014,240000,0
-122.273,47.6792,1.5,4,5,3240,9,4.8981,1234580,0
-122.192,47.4835,1,5,4,2520,7,5.6047,435000,0
-122.217,47.6204,1,3,3,2230,9,4.2731,1450000,0
-122.014,47.356,2,3,4,2430,8,4.6696,425000,0
-122.391,47.5319,1,5,2,1020,6,2.9231,393000,0
-122.333,47.4935,1,2,4,1810,7,2.4833,264950,0
-122.04,47.637,2,3,4,3460,10,3.0789,746500,0
-122.288,47.7136,1,3,3,2020,7,4.375,450000,0
-122.147,47.427,1,3,3,1410,7,4.2759,229950,0
-122.32,47.54,1,2,2,750,6,3.256,425000,0
-122.269,47.661,2,2,4,5300,10,5.8461,2555000,1
-122.048,47.7279,1.5,3,4,4380,11,4.5714,1400000,0
-122.163,47.5545,2,4,3,2290,8,4.9429,753000,0
-122.393,47.5535,1,2,2,720,6,3.6771,310000,0
-122.28,47.5357,1,4,2,1200,6,4.8611,395000,0
-122.114,47.7238,1,3,3,2620,10,4.0735,725000,0
-122.14,47.6214,2,3,4,2120,8,4.3269,295000,0
-122.325,47.317,1,4,3,1580,7,3.63,225000,0
-122.214,47.5749,3,3,3,4160,12,3.7917,1699000,0
-122.215,47.7286,1,3,3,1830,7,4.7667,431000,0
-122.107,47.3724,1,3,3,2000,8,5.2384,358500,0
-122.365,47.6366,1,3,2,980,6,4.7772,595000,0
-121.959,47.7245,2,3,4,3040,7,4.7738,468000,0
-122.185,47.467,1,4,4,1740,7,3.707,260000,0
-122.342,47.7517,1.5,5,3,1450,7,3.6422,375000,0
-122.026,47.3838,2,3,3,1560,7,5.118,295000,0
-122.31,47.398,1,4,4,2050,8,4.4663,403900,0
-122.21,47.2868,1,4,3,1760,7,4.025,269950,0
-122.311,47.6085,2,3,3,1740,8,4.3636,640000,0
-122.326,47.4345,1,3,3,910,7,3.5268,221000,0
-122.176,47.355,1,3,3,1700,7,4.5179,255000,0
-122.115,47.3663,2,3,4,2620,7,3.1087,300000,0
-122.162,47.4597,1,4,3,1500,7,4.1276,270000,0
-122.384,47.5674,1,3,4,1630,7,3.7059,575000,0
-122.27,47.3068,1,5,3,1370,7,3.975,246900,0
-122.319,47.6228,2,3,2,1390,8,2.8835,635000,0
-122.078,47.721,1,3,3,1540,7,2.8625,450000,0
-122.142,47.3248,1,5,3,1190,7,2.4526,215000,0
-122.159,47.3043,2,3,3,4500,10,2.2,785000,0
-122.306,47.7258,1,3,4,2370,7,4.1667,522500,0
-122.189,47.2857,2,4,2,1360,7,2.582,150000,0
-122.278,47.275,1,4,2,870,6,3.7201,199950,0
-122.244,47.7011,2,5,4,4850,10,5.152,3000000,1
-122.082,47.4343,2,3,3,3110,9,2.8042,379900,0
-121.995,47.5427,2,3,4,3700,11,4.485,950000,0
-122.363,47.6842,2,5,6,3500,8,3.3281,865000,0
-122.233,47.5754,1,5,3,1670,8,4.5263,785000,0
-122.289,47.3733,1,3,3,1640,8,3.1801,245700,0
-122.26,47.5435,1,3,3,3400,9,3.9566,951000,0
-122.282,47.5635,1,5,3,2060,7,5.4876,499950,0
-122.129,47.3126,1,4,3,1330,7,4.1115,257000,0
-122.303,47.6025,1.5,4,3,2330,7,4.3036,549000,0
-122.225,47.638,2,4,3,3040,10,5.4631,1600000,0
-122.266,47.6865,3,3,5,3700,9,3.6849,1400000,0
-122.293,47.5891,1.5,5,3,1990,8,3.6531,619000,0
-122.294,47.5482,1,3,5,2020,7,3.5313,311000,0
-122.279,47.7048,1,3,5,2980,9,3.2857,600000,0
-122.124,47.5641,2,3,4,3990,10,3.9798,1080000,0
-122.293,47.6149,1,3,2,790,6,4.1818,436000,0
-122.333,47.5088,1,3,2,1060,6,3.1049,205000,0
-122.131,47.7657,1,3,3,2260,7,3.9479,514000,0
-122.015,47.7029,2,3,2,1900,8,3.2636,530000,0
-122.169,47.3427,2,3,5,3361,10,3.4821,511000,0
-122.235,47.6236,2,3,4,3550,9,5.2816,2100000,0
-122.204,47.4042,2,3,5,2740,8,5.244,370000,0
-122.383,47.5507,1,5,4,2040,7,4.425,500000,0
-122.016,47.4433,2,3,4,4070,10,5.6935,710000,0
-122.337,47.6928,1,3,1,720,7,3.9536,270000,0
-122.334,47.7535,1.5,4,3,2000,8,2.0677,415000,0
-122.207,47.6232,2,3,5,4400,11,6.37,1800000,0
-122.305,47.3357,1,3,3,1300,7,2.8,236000,0
-122.165,47.4871,2,3,2,1420,7,4.4667,278000,0
-122.304,47.6942,1,5,3,1540,7,4.6389,312000,0
-122.304,47.6942,1,5,3,1540,7,5.237,539000,0
-122.281,47.7142,2,3,3,2360,7,4.7986,498000,0
-122.161,47.6907,2,3,4,3720,9,4.3906,857000,0
-122.233,47.5897,1,4,3,1690,7,4.7731,780000,0
-122.413,47.6521,1,4,3,2300,8,4.0909,650000,0
-122.087,47.5688,1,3,4,1650,8,5.2129,559500,0
-122.245,47.5031,1,3,2,990,7,4.5739,219950,0
-122.128,47.5589,2,4,4,2130,8,3.1726,671500,0
-122.016,47.6247,2,3,4,3320,10,2.8622,813000,0
-122.301,47.3344,1,3,3,1960,7,4.25,182000,0
-122.172,47.7534,1,3,2,770,6,4.0362,203700,0
-122.371,47.6337,1.5,3,4,2010,7,3.9018,740000,0
-122.161,47.4693,1,4,2,800,5,3.522,230000,0
-122.309,47.3432,1,3,3,910,7,3.045,128000,0
-122.319,47.7367,1,4,3,1200,7,3.4837,345000,0
-122.006,47.5927,2,3,4,3570,7,2.9726,663000,0
-122.204,47.4575,2,3,3,1820,7,4.5052,329950,0
-122.404,47.6763,3,3,3,2930,9,3.2591,1047500,0
-122.304,47.681,1,3,3,1480,7,3.8056,402300,0
-122.338,47.7563,1.5,5,4,3305,7,3.0125,492000,0
-122.129,47.4799,1,3,4,2230,7,4.5833,448000,0
-122.287,47.4549,1,3,3,1560,7,2.4931,273000,0
-122.376,47.5255,1,3,3,1030,6,3.7303,335000,0
-122.307,47.6374,1.5,3,3,2380,7,4.875,695000,0
-122.32,47.766,1,3,3,1010,6,4.1917,279000,0
-122.312,47.6856,1,3,2,2060,7,3.2632,485000,0
-122.192,47.464,2,3,4,2370,8,4.1321,383000,0
-122.228,47.7443,2,3,4,2242,8,2.9414,490000,0
-122.244,47.7532,2,3,2,1078,7,2.7157,240000,0
-122.314,47.7118,1,3,2,890,7,2.6618,285000,0
-121.984,47.7348,2,3,3,2700,7,3.4955,524950,0
-122.104,47.7177,2,3,4,2450,8,3.6333,729000,0
-122.133,47.6112,1,4,3,1420,7,3.1771,460000,0
-122.308,47.6174,1.5,3,3,1280,8,4.0955,687500,0
-122.183,47.5696,1,5,5,2910,9,4.32,1168000,0
-122.163,47.5563,2,4,4,2430,8,4.7464,825000,0
-122.029,47.3847,2,3,2,1860,7,4.2813,314950,0
-122.173,47.6935,1,3,3,1800,7,3.7734,470000,0
-122.159,47.5765,1,4,3,1960,7,2.7986,500000,0
-122.349,47.4693,1.5,2,3,1550,6,4.1295,313000,0
-122.378,47.684,1,4,2,840,7,4.2386,445000,0
-122.291,47.3749,1,4,4,2080,8,3.7232,300000,0
-122.377,47.5719,1.5,4,4,2210,8,4.3512,619500,0
-122.356,47.5524,1,4,3,1210,7,4.015,305000,0
-122.364,47.6265,3,3,3,1350,9,4.6167,874000,0
-121.999,47.5706,2,3,3,1860,8,2.78,477500,0
-122.359,47.6659,1,3,3,1940,7,6.6355,700000,0
-122,47.3559,2,3,4,3400,9,5.1416,515000,0
-122.332,47.7125,2,3,4,2240,8,4.0508,590000,0
-122.088,47.3679,1,3,3,1170,7,3.9107,205000,0
-122.338,47.3078,2,3,3,3130,8,3.75,310000,0
-122.058,47.6264,2,3,2,1510,7,4.1577,442500,0
-122.139,47.7375,2,3,4,3740,11,4.2219,1078500,0
-122.006,47.3843,2,3,4,2690,8,3.5967,530000,0
-122.24,47.5045,1,4,4,1760,7,3.371,343500,0
-122.277,47.5487,1.5,3,4,2180,6,4.05,334900,0
-122.149,47.6707,1,5,4,1560,7,3.3629,544300,0
-122.308,47.7346,2,3,3,1780,7,4.0313,370000,0
-122.031,47.385,1,3,3,1260,7,4.4732,245000,0
-122.393,47.5405,1.5,5,4,1570,8,3.9613,535000,0
-122.332,47.4807,1,4,2,740,5,3.0902,202000,0
-122.369,47.6867,2,3,4,2020,7,3.8506,490000,0
-122.35,47.6893,2,5,4,1500,7,2.8438,651500,0
-122.319,47.4884,1,3,4,1670,7,2.8594,270000,0
-122.127,47.5646,2,3,3,3620,10,2.6442,1164000,0
-122.286,47.5659,2,3,2,1010,7,3.0625,289000,0
-122.015,47.3119,1,4,3,1460,6,3.0635,240000,0
-122.401,47.6366,1,3,3,1790,8,3.9219,790000,0
-121.979,47.7466,2,3,3,1760,7,3.1403,350000,0
-122.321,47.542,2,3,3,1790,7,3.3017,246950,0
-122.401,47.5709,1,3,3,1050,7,3.1773,400000,0
-122.233,47.7599,2,3,4,2590,8,2.1838,533000,0
-122.116,47.3631,1,4,3,1040,7,3.3846,198400,0
-122.056,47.3694,2,3,4,4060,9,4.3882,495000,0
-122.072,47.713,2,3,4,3190,11,3.9816,862000,0
-122.072,47.713,2,3,4,3190,11,4.2222,870000,0
-122.233,47.5359,1,4,4,2180,9,5.2563,875000,0
-122.227,47.4788,2,5,6,2120,7,3.7162,317000,0
